s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014"
 3.1504266E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1079184E+000, 3.0000000E+001, 2.3721046E+001, 2.2447294E+001, 2.3716871E+001, 2.2299409E+001, 3.0000000E+001, 2.6529176E+001, 2.0000000E+001, 1.1475539E+002, 2.6618940E+001, 2.5932452E+001, 2.4806671E+001, 2.5101156E+001, 2.6212084E+001, 2.2097046E+001, 2.1003744E+001, 2.0967195E+001, 2.1183301E+001, 2.1315288E+001, 2.1225461E+001, 2.1663700E+001, 2.4154416E+001
 3.1564258E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0359401E+000, 3.0000000E+001, 2.3240867E+001, 2.3033657E+001, 2.3436420E+001, 2.2771765E+001, 3.0000000E+001, 2.5107648E+001, 2.0000000E+001, 1.2801241E+002, 2.6707204E+001, 2.5800607E+001, 2.4677271E+001, 2.5007570E+001, 2.6181845E+001, 2.2330339E+001, 2.1009153E+001, 2.0981984E+001, 2.1181651E+001, 2.1314658E+001, 2.1217468E+001, 2.1658695E+001, 2.4214258E+001
 3.1624250E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1192053E+000, 3.0000000E+001, 2.3255766E+001, 2.3700181E+001, 2.2130153E+001, 2.2740355E+001, 3.0000000E+001, 2.4590315E+001, 2.0000000E+001, 1.2118500E+002, 2.6760979E+001, 2.5674758E+001, 2.4767332E+001, 2.4971320E+001, 2.6276272E+001, 2.2456821E+001, 2.1014916E+001, 2.0989490E+001, 2.1180392E+001, 2.1314055E+001, 2.1210032E+001, 2.1677874E+001, 2.4288874E+001
 3.1684243E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2604259E+000, 3.0000000E+001, 2.3576095E+001, 2.4085709E+001, 2.0835348E+001, 2.2393531E+001, 3.0000000E+001, 2.4304609E+001, 2.0000000E+001, 1.1129839E+002, 2.6736530E+001, 2.5574741E+001, 2.5101088E+001, 2.5285404E+001, 2.6082300E+001, 2.2466596E+001, 2.1020933E+001, 2.0990071E+001, 2.1178839E+001, 2.1313320E+001, 2.1202923E+001, 2.1723312E+001, 2.4365138E+001
 3.1741026E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0141797E+000, 3.0000000E+001, 2.3838419E+001, 2.4074978E+001, 2.0004884E+001, 2.0665416E+001, 3.0000000E+001, 2.4037375E+001, 2.0000000E+001, 1.2356146E+002, 2.6652168E+001, 2.5481264E+001, 2.5360471E+001, 2.6005228E+001, 2.5929957E+001, 2.2258603E+001, 2.1028076E+001, 2.0988053E+001, 2.1176993E+001, 2.1312791E+001, 2.1197116E+001, 2.1781373E+001, 2.4427046E+001
 3.1801595E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8936423E+000, 3.0000000E+001, 2.4005914E+001, 2.3567949E+001, 1.9254097E+001, 1.7391405E+001, 3.0000000E+001, 2.3648001E+001, 2.0000000E+001, 1.3733925E+002, 2.6512919E+001, 2.5393531E+001, 2.5536870E+001, 2.6280473E+001, 2.6038263E+001, 2.2036295E+001, 2.1036222E+001, 2.0982685E+001, 2.1174389E+001, 2.1312014E+001, 2.1192455E+001, 2.1824681E+001, 2.4479426E+001
 3.1862164E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0350747E+000, 3.0000000E+001, 2.3913819E+001, 2.2359675E+001, 1.9386810E+001, 1.6292610E+001, 3.0000000E+001, 2.3089061E+001, 2.0000000E+001, 1.2263135E+002, 2.6403405E+001, 2.5365095E+001, 2.5524861E+001, 2.6348103E+001, 2.5881218E+001, 2.1945128E+001, 2.1046401E+001, 2.0976399E+001, 2.1170396E+001, 2.1310955E+001, 2.1189244E+001, 2.1856171E+001, 2.4515907E+001
 3.1923490E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9975710E+000, 3.0000000E+001, 2.3668747E+001, 2.1262406E+001, 1.9795659E+001, 1.6189168E+001, 3.0000000E+001, 2.2672592E+001, 2.0000000E+001, 1.2633123E+002, 2.6444498E+001, 2.5442429E+001, 2.5268549E+001, 2.6248401E+001, 2.5707705E+001, 2.1884789E+001, 2.1056832E+001, 2.0973640E+001, 2.1165553E+001, 2.1309819E+001, 2.1187551E+001, 2.1881844E+001, 2.4522252E+001
 3.1981788E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8368478E+000, 3.0000000E+001, 2.3502134E+001, 2.0645557E+001, 1.8778273E+001, 1.6306164E+001, 3.0000000E+001, 2.2407299E+001, 2.0000000E+001, 1.3726581E+002, 2.6562911E+001, 2.5719043E+001, 2.5178552E+001, 2.6149036E+001, 2.5725363E+001, 2.1876422E+001, 2.1062907E+001, 2.0978862E+001, 2.1161494E+001, 2.1308631E+001, 2.1186950E+001, 2.1912149E+001, 2.4463318E+001
 3.2040086E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9939651E+000, 3.0000000E+001, 2.3649607E+001, 2.0383415E+001, 1.6586162E+001, 1.6171857E+001, 3.0000000E+001, 2.2473858E+001, 2.0000000E+001, 1.2921284E+002, 2.6654011E+001, 2.6000804E+001, 2.5397408E+001, 2.6229659E+001, 2.5729843E+001, 2.2068787E+001, 2.1065010E+001, 2.0990360E+001, 2.1158539E+001, 2.1307479E+001, 2.1186882E+001, 2.1957598E+001, 2.4238841E+001
 3.2101392E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9785986E+000, 3.0000000E+001, 2.3882374E+001, 1.9986398E+001, 1.5808436E+001, 1.6013415E+001, 3.0000000E+001, 2.2376574E+001, 2.0000000E+001, 1.2678266E+002, 2.6682198E+001, 2.6185654E+001, 2.5939219E+001, 2.6235755E+001, 2.5755730E+001, 2.2424637E+001, 2.1064239E+001, 2.1001462E+001, 2.1156177E+001, 2.1306343E+001, 2.1187144E+001, 2.2028508E+001, 2.3972896E+001
 3.2161264E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0274999E+000, 3.0000000E+001, 2.4118037E+001, 1.9458388E+001, 1.7226793E+001, 1.5932194E+001, 3.0000000E+001, 2.2028408E+001, 2.0000000E+001, 1.2623889E+002, 2.6651981E+001, 2.6320654E+001, 2.6146605E+001, 2.6199130E+001, 2.5764051E+001, 2.2720973E+001, 2.1066387E+001, 2.1007732E+001, 2.1154070E+001, 2.1305134E+001, 2.1187717E+001, 2.2109917E+001, 2.3932184E+001
 3.2221136E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0695120E+000, 3.0000000E+001, 2.4093725E+001, 1.9015034E+001, 1.8338570E+001, 1.5874457E+001, 3.0000000E+001, 2.1503697E+001, 2.0000000E+001, 1.2336747E+002, 2.6611655E+001, 2.6481432E+001, 2.6006923E+001, 2.6108368E+001, 2.5828928E+001, 2.2700464E+001, 2.1072880E+001, 2.1011087E+001, 2.1152358E+001, 2.1304162E+001, 2.1189274E+001, 2.2169266E+001, 2.4063281E+001
 3.2281009E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0611821E+000, 3.0000000E+001, 2.3800769E+001, 1.8909968E+001, 1.8215297E+001, 1.5722491E+001, 3.0000000E+001, 2.0519400E+001, 2.0000000E+001, 1.2290141E+002, 2.6603619E+001, 2.6637729E+001, 2.5865019E+001, 2.6000727E+001, 2.5967482E+001, 2.2461338E+001, 2.1082314E+001, 2.1012825E+001, 2.1150493E+001, 2.1303102E+001, 2.1191401E+001, 2.2186622E+001, 2.4515230E+001
 3.2340881E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9105963E+000, 3.0000000E+001, 2.3389698E+001, 1.9139294E+001, 1.6801384E+001, 1.5877293E+001, 3.0000000E+001, 1.9695837E+001, 2.0000000E+001, 1.3285340E+002, 2.6592165E+001, 2.6707645E+001, 2.5953766E+001, 2.5876551E+001, 2.5982619E+001, 2.2292500E+001, 2.1094368E+001, 2.1013546E+001, 2.1148665E+001, 2.1302158E+001, 2.1193758E+001, 2.2185291E+001, 2.4822457E+001
 3.2402162E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0116504E+000, 3.0000000E+001, 2.3026583E+001, 1.9347825E+001, 1.5563269E+001, 1.6380219E+001, 3.0000000E+001, 1.9286974E+001, 2.0000000E+001, 1.2991992E+002, 2.6512002E+001, 2.6566764E+001, 2.6199382E+001, 2.5800174E+001, 2.5939491E+001, 2.2196336E+001, 2.1110352E+001, 2.1014892E+001, 2.1146895E+001, 2.1301308E+001, 2.1196186E+001, 2.2175305E+001, 2.4884182E+001
 3.2460563E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1135797E+000, 3.0000000E+001, 2.2847572E+001, 1.9331713E+001, 1.4728311E+001, 1.6951042E+001, 3.0000000E+001, 1.9105557E+001, 2.0000000E+001, 1.2350610E+002, 2.6380687E+001, 2.6352382E+001, 2.6397524E+001, 2.5855129E+001, 2.5900123E+001, 2.2115389E+001, 2.1124219E+001, 2.1019048E+001, 2.1145065E+001, 2.1300484E+001, 2.1198619E+001, 2.2191339E+001, 2.4949565E+001
 3.2523236E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2013636E+000, 3.0000000E+001, 2.3062649E+001, 1.9225512E+001, 1.3984887E+001, 1.7364545E+001, 3.0000000E+001, 1.8872877E+001, 2.0000000E+001, 1.2261045E+002, 2.6226298E+001, 2.6265347E+001, 2.6512477E+001, 2.5915570E+001, 2.5875972E+001, 2.2150970E+001, 2.1131502E+001, 2.1027554E+001, 2.1143053E+001, 2.1299715E+001, 2.1201089E+001, 2.2242928E+001, 2.5050540E+001
 3.2581993E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1174256E+000, 3.0000000E+001, 2.3421574E+001, 1.8895551E+001, 1.3310777E+001, 1.7333188E+001, 3.0000000E+001, 1.8252635E+001, 2.0000000E+001, 1.1740245E+002, 2.6077536E+001, 2.6229811E+001, 2.6676771E+001, 2.5989975E+001, 2.5883013E+001, 2.2387784E+001, 2.1131759E+001, 2.1040211E+001, 2.1140853E+001, 2.1299152E+001, 2.1203544E+001, 2.2320061E+001, 2.5021612E+001
 3.2640749E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9211268E+000, 3.0000000E+001, 2.3552654E+001, 1.8223187E+001, 1.2810533E+001, 1.7076804E+001, 3.0000000E+001, 1.7984814E+001, 2.0000000E+001, 1.3145826E+002, 2.5998564E+001, 2.6213442E+001, 2.6928358E+001, 2.6170838E+001, 2.6016666E+001, 2.2600329E+001, 2.1126207E+001, 2.1053766E+001, 2.1138473E+001, 2.1298698E+001, 2.1205465E+001, 2.2400887E+001, 2.4696037E+001
 3.2703815E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1003395E+000, 3.0000000E+001, 2.3273404E+001, 1.7741604E+001, 1.2372082E+001, 1.6554865E+001, 3.0000000E+001, 1.8130056E+001, 2.0000000E+001, 1.2969739E+002, 2.6075591E+001, 2.6335760E+001, 2.7178988E+001, 2.6366368E+001, 2.6143295E+001, 2.2553852E+001, 2.1115593E+001, 2.1068686E+001, 2.1135300E+001, 2.1298093E+001, 2.1206712E+001, 2.2460953E+001, 2.4184718E+001
 3.2764138E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1926383E+000, 3.0000000E+001, 2.2679463E+001, 1.7562745E+001, 1.2028990E+001, 1.5689653E+001, 3.0000000E+001, 1.8531778E+001, 2.0000000E+001, 1.2560675E+002, 2.6288538E+001, 2.6525280E+001, 2.7445452E+001, 2.6451064E+001, 2.6212286E+001, 2.2307406E+001, 2.1102127E+001, 2.1082685E+001, 2.1130737E+001, 2.1297369E+001, 2.1207335E+001, 2.2465801E+001, 2.3858992E+001
 3.2820206E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.3151307E+000, 3.0000000E+001, 2.1938552E+001, 1.7797267E+001, 1.1801367E+001, 1.5174763E+001, 3.0000000E+001, 1.9386586E+001, 2.0000000E+001, 1.2288565E+002, 2.6490889E+001, 2.6639717E+001, 2.7729909E+001, 2.6421355E+001, 2.6239514E+001, 2.2142971E+001, 2.1088744E+001, 2.1093128E+001, 2.1125509E+001, 2.1296629E+001, 2.1207350E+001, 2.2420167E+001, 2.4084550E+001
 3.2883024E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.3488396E+000, 3.0000000E+001, 2.1110969E+001, 1.8326301E+001, 1.1621483E+001, 1.5186064E+001, 3.0000000E+001, 2.0384036E+001, 2.0000000E+001, 1.1740374E+002, 2.6663546E+001, 2.6600506E+001, 2.8051485E+001, 2.6381491E+001, 2.6236378E+001, 2.2101564E+001, 2.1075857E+001, 2.1100807E+001, 2.1120406E+001, 2.1296029E+001, 2.1207209E+001, 2.2335204E+001, 2.4492916E+001
 3.2940624E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2801796E+000, 3.0000000E+001, 2.0450389E+001, 1.9114503E+001, 1.1485494E+001, 1.5168617E+001, 3.0000000E+001, 2.0878760E+001, 2.0000000E+001, 1.1982300E+002, 2.6805214E+001, 2.6442631E+001, 2.8385603E+001, 2.6405085E+001, 2.6221350E+001, 2.2107199E+001, 2.1063936E+001, 2.1104872E+001, 2.1114874E+001, 2.1295443E+001, 2.1206727E+001, 2.2243442E+001, 2.4622925E+001
 3.3002700E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2175705E+000, 3.0000000E+001, 1.9947241E+001, 1.9770012E+001, 1.1628832E+001, 1.5119707E+001, 3.0000000E+001, 2.0747579E+001, 2.0000000E+001, 1.2007797E+002, 2.6975754E+001, 2.6162599E+001, 2.8685797E+001, 2.6423356E+001, 2.6181041E+001, 2.2087350E+001, 2.1055148E+001, 2.1105589E+001, 2.1109173E+001, 2.1294812E+001, 2.1205923E+001, 2.2169800E+001, 2.4660161E+001
 3.3063306E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1196462E+000, 3.0000000E+001, 1.9417861E+001, 2.0005954E+001, 1.2300160E+001, 1.5124043E+001, 3.0000000E+001, 2.0467352E+001, 2.0000000E+001, 1.2254429E+002, 2.7223585E+001, 2.5922410E+001, 2.8785131E+001, 2.6434024E+001, 2.6150017E+001, 2.2070103E+001, 2.1048505E+001, 2.1104855E+001, 2.1103895E+001, 2.1293879E+001, 2.1204707E+001, 2.2125334E+001, 2.4608069E+001
 3.3123913E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0407284E+000, 3.0000000E+001, 1.8968213E+001, 1.9688956E+001, 1.3298359E+001, 1.5127807E+001, 3.0000000E+001, 2.0236678E+001, 2.0000000E+001, 1.2911974E+002, 2.7420878E+001, 2.5832517E+001, 2.8041016E+001, 2.6433132E+001, 2.6151488E+001, 2.2062830E+001, 2.1044850E+001, 2.1100481E+001, 2.1101774E+001, 2.1293060E+001, 2.1203510E+001, 2.2110161E+001, 2.4456123E+001
 3.3182944E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1365376E+000, 3.0000000E+001, 1.8857808E+001, 1.9362717E+001, 1.3733914E+001, 1.5117938E+001, 3.0000000E+001, 2.0237819E+001, 2.0000000E+001, 1.2504359E+002, 2.7493989E+001, 2.5892908E+001, 2.7099167E+001, 2.6404500E+001, 2.6234003E+001, 2.2056973E+001, 2.1043825E+001, 2.1088411E+001, 2.1103323E+001, 2.1292361E+001, 2.1202591E+001, 2.2112676E+001, 2.4453801E+001
 3.3240695E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2445597E+000, 3.0000000E+001, 1.9023200E+001, 1.9108804E+001, 1.3536304E+001, 1.5170675E+001, 3.0000000E+001, 2.0215469E+001, 2.0000000E+001, 1.1378654E+002, 2.7419642E+001, 2.6106279E+001, 2.7007676E+001, 2.6345216E+001, 2.6265587E+001, 2.2076019E+001, 2.1044309E+001, 2.1070223E+001, 2.1109133E+001, 2.1291752E+001, 2.1202045E+001, 2.2120752E+001, 2.4496009E+001
 3.3300766E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1350461E+000, 3.0000000E+001, 1.9196324E+001, 1.8861797E+001, 1.3650714E+001, 1.5338752E+001, 3.0000000E+001, 2.0068376E+001, 2.0000000E+001, 1.1107720E+002, 2.7317134E+001, 2.6392554E+001, 2.7163495E+001, 2.6298486E+001, 2.6251365E+001, 2.2211469E+001, 2.1045114E+001, 2.1052299E+001, 2.1121408E+001, 2.1291311E+001, 2.1201762E+001, 2.2137194E+001, 2.4522588E+001
 3.3361528E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7963510E+000, 3.0000000E+001, 1.9119742E+001, 1.8558392E+001, 1.4829279E+001, 1.5528698E+001, 2.9648159E+001, 1.9804025E+001, 2.0000000E+001, 1.3564992E+002, 2.7308738E+001, 2.6632856E+001, 2.6970217E+001, 2.6276083E+001, 2.6227099E+001, 2.2424512E+001, 2.1045611E+001, 2.1039442E+001, 2.1139331E+001, 2.1290630E+001, 2.1201372E+001, 2.2177916E+001, 2.4559407E+001
 3.3422290E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.8912563E+000, 3.0000000E+001, 1.8446700E+001, 1.8361361E+001, 1.5133397E+001, 1.5697921E+001, 2.8100743E+001, 1.9525842E+001, 2.0000000E+001, 1.3924188E+002, 2.7597764E+001, 2.6733985E+001, 2.6476201E+001, 2.6284580E+001, 2.6203733E+001, 2.2592931E+001, 2.1047702E+001, 2.1032795E+001, 2.1158870E+001, 2.1290133E+001, 2.1201147E+001, 2.2246800E+001, 2.4615069E+001
 3.3480290E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.1008525E+000, 3.0000000E+001, 1.7700452E+001, 1.8408329E+001, 1.4553481E+001, 1.5765100E+001, 2.6716680E+001, 1.9345215E+001, 2.0000000E+001, 1.2445794E+002, 2.8027313E+001, 2.6769235E+001, 2.6336461E+001, 2.6313079E+001, 2.6187667E+001, 2.2817264E+001, 2.1054309E+001, 2.1029367E+001, 2.1173925E+001, 2.1289519E+001, 2.1201036E+001, 2.2325421E+001, 2.4648019E+001
 3.3543098E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0347794E+000, 3.0000000E+001, 1.6929176E+001, 1.8369384E+001, 1.4015752E+001, 1.5700644E+001, 2.5867364E+001, 1.9247088E+001, 2.0000000E+001, 1.2451847E+002, 2.8403405E+001, 2.6697205E+001, 2.6491390E+001, 2.6337423E+001, 2.6232378E+001, 2.2959511E+001, 2.1065044E+001, 2.1028804E+001, 2.1185391E+001, 2.1289318E+001, 2.1202134E+001, 2.2432318E+001, 2.4604662E+001
 3.3602951E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0886768E+000, 3.0000000E+001, 1.6567023E+001, 1.7927403E+001, 1.3829503E+001, 1.5742914E+001, 2.5318638E+001, 1.9170419E+001, 2.0000000E+001, 1.2198483E+002, 2.8557924E+001, 2.6526679E+001, 2.6742931E+001, 2.6313929E+001, 2.6272797E+001, 2.2881639E+001, 2.1078882E+001, 2.1028740E+001, 2.1191686E+001, 2.1289071E+001, 2.1203704E+001, 2.2553072E+001, 2.4536098E+001
 3.3663912E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0388704E+000, 3.0000000E+001, 1.6653545E+001, 1.7092679E+001, 1.3575453E+001, 1.5797000E+001, 2.4943446E+001, 1.9066551E+001, 2.0000000E+001, 1.1896354E+002, 2.8495025E+001, 2.6480567E+001, 2.7032202E+001, 2.6228564E+001, 2.6308311E+001, 2.2729084E+001, 2.1093743E+001, 2.1028743E+001, 2.1194051E+001, 2.1289268E+001, 2.1205854E+001, 2.2643190E+001, 2.4494947E+001
 3.3720808E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7913100E+000, 3.0000000E+001, 1.7154807E+001, 1.6548281E+001, 1.2914327E+001, 1.5661536E+001, 2.4933216E+001, 1.8958098E+001, 2.0000000E+001, 1.3825564E+002, 2.8292481E+001, 2.6576139E+001, 2.7369644E+001, 2.6124085E+001, 2.6351648E+001, 2.2669324E+001, 2.1107195E+001, 2.1028911E+001, 2.1194267E+001, 2.1289582E+001, 2.1207921E+001, 2.2703498E+001, 2.4479322E+001
 3.3781878E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9974354E+000, 3.0000000E+001, 1.7860585E+001, 1.6475763E+001, 1.2206214E+001, 1.5538673E+001, 2.5070364E+001, 1.8731043E+001, 2.0000000E+001, 1.2942814E+002, 2.8006865E+001, 2.6760184E+001, 2.7718472E+001, 2.6054665E+001, 2.6417122E+001, 2.2709709E+001, 2.1118051E+001, 2.1029107E+001, 2.1193320E+001, 2.1289687E+001, 2.1209037E+001, 2.2719408E+001, 2.4483065E+001
 3.3843111E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2120560E+000, 3.0000000E+001, 1.8522819E+001, 1.6747415E+001, 1.1640014E+001, 1.5615066E+001, 2.5241397E+001, 1.8447637E+001, 2.0000000E+001, 1.2104577E+002, 2.7680800E+001, 2.6820721E+001, 2.8011650E+001, 2.6003173E+001, 2.6484795E+001, 2.2756865E+001, 2.1126884E+001, 2.1029516E+001, 2.1187695E+001, 2.1290216E+001, 2.1209329E+001, 2.2688100E+001, 2.4544009E+001
 3.3900845E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.2381739E+000, 3.0000000E+001, 1.9069400E+001, 1.6906992E+001, 1.1268433E+001, 1.5712656E+001, 2.5387675E+001, 1.8141317E+001, 2.0000000E+001, 1.1402114E+002, 2.7403672E+001, 2.6755902E+001, 2.8273111E+001, 2.5965386E+001, 2.6479518E+001, 2.2806715E+001, 2.1133218E+001, 2.1029872E+001, 2.1176144E+001, 2.1290547E+001, 2.1208512E+001, 2.2627450E+001, 2.4637338E+001
 3.3962428E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.9786221E+001, 3.0540178E+000, 3.0000000E+001, 1.9451654E+001, 1.6746296E+001, 1.1047652E+001, 1.5747692E+001, 2.5456757E+001, 1.7852906E+001, 2.0000000E+001, 1.1901795E+002, 2.7256242E+001, 2.6653385E+001, 2.8486401E+001, 2.5951663E+001, 2.6441904E+001, 2.2956526E+001, 2.1138280E+001, 2.1029811E+001, 2.1163610E+001, 2.1291087E+001, 2.1207430E+001, 2.2580146E+001, 2.4699139E+001
 3.4021317E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.7937473E+001, 3.0198396E+000, 3.0000000E+001, 1.9727650E+001, 1.6282022E+001, 1.0909517E+001, 1.5686967E+001, 2.5499030E+001, 1.7578816E+001, 2.0000000E+001, 1.2593577E+002, 2.7204380E+001, 2.6627025E+001, 2.8610437E+001, 2.5965120E+001, 2.6489132E+001, 2.3205388E+001, 2.1142495E+001, 2.1029241E+001, 2.1150750E+001, 2.1291639E+001, 2.1206107E+001, 2.2564689E+001, 2.4717186E+001
 3.4080590E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6521720E+001, 3.0386731E+000, 3.0000000E+001, 1.9947660E+001, 1.6049481E+001, 1.0825633E+001, 1.5508301E+001, 2.5558495E+001, 1.7331827E+001, 2.0000000E+001, 1.2377438E+002, 2.7143439E+001, 2.6769289E+001, 2.8687811E+001, 2.6002910E+001, 2.6497415E+001, 2.3367212E+001, 2.1146095E+001, 2.1028627E+001, 2.1138509E+001, 2.1292169E+001, 2.1204609E+001, 2.2578199E+001, 2.4731644E+001
 3.4143653E+002, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 2.6001352E+001, 3.0709022E+000, 3.0000000E+001, 2.0107795E+001, 1.5990897E+001, 1.0748164E+001, 1.5010632E+001, 2.5611632E+001, 1.7140128E+001, 2.0000000E+001, 1.2322941E+002, 2.7098657E+001, 2.6985788E+001, 2.8692332E+001, 2.6042959E+001, 2.6501372E+001, 2.3405800E+001, 2.1149018E+001, 2.1028752E+001, 2.1127302E+001, 2.1292721E+001, 2.1202873E+001, 2.2607465E+001, 2.4744744E+001
