s,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"SD.000","SD.001","SD.002","SD.003","SD.004","SD.005","SD.006","SD.007","SD.008","SD.009","SD.010","SD.011","SD.012","SD.013","SD.014","SD.015","SD.016","SD.017","SD.018","SD.019","SD.020","SD.021","SD.022","SD.023","SD.024","SD.025","SD.026","SD.027","SD.028","SD.029","SD.030","SD.201","SD.202","SD.203","SD.204","SD.205","SD.206","SD.207","SD.208","SD.209","SD.210","SD.211","SD.212","SD.213","SD.214","SD.215","SD.216","SD.217","SD.218","SD.219","SD.220","SD.221","SD.222","SD.223","SD.224","SD.225","SD.226","SD.227","SD.228","SD.229","SD.230","SD.231","TD.000","TD.001","TD.002","TD.003","TD.004","TD.005","TD.006","TD.007","TD.008","TD.009","TD.010","TD.011","TD.012","TD.013","TD.014","TD.015","TD.016","TD.017","TD.018","TD.019","TD.020","TD.021","TD.022","TD.023","TD.024","TD.025","TD.026","TD.027","TD.028","TD.029","TD.030","TD.201","TD.202","TD.203","TD.204","TD.205","TD.206","TD.207","TD.208","TD.209","TD.210","TD.211","TD.212","TD.213","TD.214","TD.215","TD.216","TD.217","TD.218","TD.219","TD.220","TD.221","TD.222","TD.223","TD.224","TD.225","TD.226","TD.227","TD.228","TD.229","TD.230","TD.231"
 2.4362994E+002, 1.6871972E+001, 2.6566284E+001, 1.7997201E+001, 9.8939446E+000, 1.1572732E+001, 2.7539552E+001, 1.9632684E+001, 4.1975679E+000, 4.2875461E+000, 7.7244769E+000, 8.4073914E+000, 1.0024702E+001, 9.1450355E+000, 2.1967076E+001, 1.3320693E+001, 6.8283558E+000, 7.3318781E+000, 8.6565923E+000, 1.2113157E+001, 4.2810150E+000, 3.5805090E+000, 3.5259224E+000, 4.2951221E+000, 4.1593164E+000, 3.8062755E+000, 3.4166308E+000, 1.5160277E+001, 2.3287541E+001, 2.4276288E+001, 2.2558596E+001, 3.3538514E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.7181283E+001, 5.6806428E+001, 2.8232902E+001, 2.5997910E+001, 2.9419383E+001, 3.1618729E+001, 3.4147178E+001, 3.4635213E+001, 3.6076173E+001, 2.6456040E+001, 2.5207041E+001, 3.5217724E+001, 3.3857949E+001, 2.8411620E+001, 2.6305273E+001, 3.7238151E+001, 3.7326882E+001, 3.0423392E+001, 3.2344593E+001, 1.1706911E+002, 1.1810891E+002, 7.1077857E+001, 7.2145736E+001, 7.2056430E+001, 2.7247469E+001, 2.5865794E+001, 1.1111982E+002, 7.6017376E+001, 7.1248617E+001, 2.4902556E+001, 2.4624331E+001, 2.0648870E+001, 2.0872610E+001, 2.0406491E+001, 2.0638366E+001, 2.1079813E+001, 2.0123371E+001, 2.0163798E+001, 2.1547581E+001, 2.0922197E+001, 2.1509359E+001, 2.3927789E+001, 2.2245667E+001, 1.9999824E+001, 2.0000314E+001, 1.9999784E+001, 1.9999927E+001, 1.9999758E+001, 1.9999942E+001, 2.0000102E+001, 1.9999725E+001, 1.9999383E+001, 2.0000200E+001, 2.0000162E+001, 1.9999710E+001, 2.0000794E+001, 2.0000339E+001, 2.0000086E+001, 2.0000151E+001, 2.0000158E+001, 2.0533414E+001, 2.0379378E+001
 2.4422077E+002, 1.6898583E+001, 2.6348662E+001, 1.8394264E+001, 9.7906558E+000, 1.1316873E+001, 2.8039793E+001, 1.9280471E+001, 4.1193964E+000, 4.2720277E+000, 7.7555292E+000, 8.3427839E+000, 1.0032743E+001, 9.0443382E+000, 2.1719104E+001, 1.3178190E+001, 6.6630396E+000, 7.2276170E+000, 8.7334452E+000, 1.2129906E+001, 4.1844762E+000, 3.6947234E+000, 3.5417465E+000, 4.0434952E+000, 4.0946541E+000, 3.7570265E+000, 3.3902970E+000, 1.4839936E+001, 2.2998668E+001, 2.4787947E+001, 2.1014424E+001, 3.3520340E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.7351861E+001, 5.6822229E+001, 2.8163788E+001, 2.6121071E+001, 2.9605398E+001, 3.1709783E+001, 3.4246275E+001, 3.4458640E+001, 3.6133049E+001, 2.6587191E+001, 2.5118285E+001, 3.5290741E+001, 3.3872187E+001, 2.8437036E+001, 2.6356568E+001, 3.8097763E+001, 3.7465420E+001, 3.0452868E+001, 3.2127890E+001, 1.1987214E+002, 1.0937889E+002, 8.0357232E+001, 7.5572131E+001, 7.1451478E+001, 2.7227906E+001, 2.5896249E+001, 1.3191669E+002, 7.4625327E+001, 7.0855801E+001, 2.5028875E+001, 2.4561549E+001, 2.0674260E+001, 2.0883054E+001, 2.0426605E+001, 2.0636524E+001, 2.1160995E+001, 2.0125889E+001, 2.0222696E+001, 2.1562821E+001, 2.0890648E+001, 2.1415451E+001, 2.3965905E+001, 2.2192820E+001, 1.9999824E+001, 2.0000315E+001, 1.9999785E+001, 1.9999917E+001, 1.9999761E+001, 1.9999944E+001, 2.0000103E+001, 1.9999722E+001, 1.9999370E+001, 2.0000202E+001, 2.0000160E+001, 1.9999708E+001, 2.0000818E+001, 2.0000344E+001, 2.0000095E+001, 2.0000139E+001, 2.0000157E+001, 2.0554341E+001, 2.0403364E+001
 2.4481454E+002, 1.7078266E+001, 2.6181434E+001, 1.9016721E+001, 9.6653985E+000, 1.1089083E+001, 2.8545554E+001, 1.8935138E+001, 4.0719255E+000, 4.2640384E+000, 7.7683866E+000, 8.2717151E+000, 1.0040424E+001, 8.9350769E+000, 2.1400303E+001, 1.3023823E+001, 6.5750666E+000, 7.1485115E+000, 8.8307246E+000, 1.2113771E+001, 4.1588142E+000, 3.9085216E+000, 3.4314200E+000, 3.9908337E+000, 4.1255304E+000, 3.7118277E+000, 3.3877034E+000, 1.4964192E+001, 2.3024575E+001, 2.5316738E+001, 1.9852052E+001, 3.3556232E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.7253807E+001, 5.6815781E+001, 2.7972173E+001, 2.6228989E+001, 2.9625688E+001, 3.1979200E+001, 3.4380225E+001, 3.4293655E+001, 3.6143316E+001, 2.6688124E+001, 2.5039914E+001, 3.5378557E+001, 3.3856868E+001, 2.8475189E+001, 2.6412513E+001, 3.8769691E+001, 3.7692480E+001, 3.0493089E+001, 3.1977072E+001, 1.2481486E+002, 1.0318886E+002, 8.3934198E+001, 7.6426667E+001, 7.1395205E+001, 2.7050445E+001, 2.5837974E+001, 1.3336436E+002, 7.3715738E+001, 7.0807960E+001, 2.5139605E+001, 2.4501253E+001, 2.0684888E+001, 2.0890956E+001, 2.0449791E+001, 2.0637853E+001, 2.1156151E+001, 2.0131216E+001, 2.0284774E+001, 2.1567896E+001, 2.0816650E+001, 2.1304533E+001, 2.4003065E+001, 2.2184860E+001, 1.9999825E+001, 2.0000317E+001, 1.9999788E+001, 1.9999909E+001, 1.9999764E+001, 1.9999945E+001, 2.0000103E+001, 1.9999720E+001, 1.9999359E+001, 2.0000204E+001, 2.0000157E+001, 1.9999707E+001, 2.0000842E+001, 2.0000348E+001, 2.0000104E+001, 2.0000125E+001, 2.0000156E+001, 2.0575656E+001, 2.0425513E+001
 2.4540623E+002, 1.7343682E+001, 2.6060713E+001, 1.9899981E+001, 9.5482238E+000, 1.0913154E+001, 2.9172964E+001, 1.8583075E+001, 4.0889773E+000, 4.2619294E+000, 7.7165292E+000, 8.1931334E+000, 1.0044711E+001, 8.8212633E+000, 2.0999572E+001, 1.2947823E+001, 6.5244882E+000, 7.0998946E+000, 8.8982195E+000, 1.2070112E+001, 3.9093492E+000, 3.9909230E+000, 3.3175151E+000, 4.0550983E+000, 4.1913070E+000, 3.6884350E+000, 3.3920106E+000, 1.5337295E+001, 2.3361843E+001, 2.5778530E+001, 1.9000651E+001, 3.3543737E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6815192E+001, 5.6758998E+001, 2.7579436E+001, 2.6322071E+001, 2.9508533E+001, 3.2315219E+001, 3.4512320E+001, 3.4280075E+001, 3.6085738E+001, 2.6731532E+001, 2.4982935E+001, 3.5474942E+001, 3.3845552E+001, 2.8568944E+001, 2.6480706E+001, 3.9205321E+001, 3.7952252E+001, 3.0548979E+001, 3.1887710E+001, 1.2672914E+002, 1.0455121E+002, 8.4465378E+001, 7.4643830E+001, 7.2168585E+001, 2.6746438E+001, 2.5670813E+001, 1.2862617E+002, 7.3597741E+001, 7.0842287E+001, 2.5226507E+001, 2.4449775E+001, 2.0689488E+001, 2.0894593E+001, 2.0476436E+001, 2.0643558E+001, 2.1018804E+001, 2.0136706E+001, 2.0353167E+001, 2.1557784E+001, 2.0724188E+001, 2.1213443E+001, 2.4038321E+001, 2.2171997E+001, 1.9999826E+001, 2.0000318E+001, 1.9999789E+001, 1.9999900E+001, 1.9999768E+001, 1.9999946E+001, 2.0000104E+001, 1.9999717E+001, 1.9999347E+001, 2.0000206E+001, 2.0000154E+001, 1.9999705E+001, 2.0000866E+001, 2.0000354E+001, 2.0000113E+001, 2.0000113E+001, 2.0000155E+001, 2.0596666E+001, 2.0444906E+001
 2.4602731E+002, 1.7612841E+001, 2.5933842E+001, 2.0959112E+001, 9.4489798E+000, 1.0783231E+001, 2.9863906E+001, 1.8237728E+001, 4.1196152E+000, 4.2632269E+000, 7.5920471E+000, 8.1155205E+000, 1.0039068E+001, 8.7063820E+000, 2.0513906E+001, 1.2947354E+001, 6.4766813E+000, 7.0680041E+000, 8.9175623E+000, 1.1962734E+001, 3.7945551E+000, 3.8409513E+000, 3.2939248E+000, 4.1963068E+000, 4.2206614E+000, 3.6741379E+000, 3.3938770E+000, 1.5650673E+001, 2.4022564E+001, 2.6124883E+001, 1.8400290E+001, 3.3478447E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6392085E+001, 5.6631049E+001, 2.7111901E+001, 2.6414733E+001, 2.9318585E+001, 3.2642519E+001, 3.4616675E+001, 3.4498856E+001, 3.6012621E+001, 2.6715034E+001, 2.4953047E+001, 3.5575842E+001, 3.3836155E+001, 2.8686171E+001, 2.6569352E+001, 3.9488449E+001, 3.8127394E+001, 3.0647547E+001, 3.1832581E+001, 1.1825015E+002, 1.1660712E+002, 8.2586170E+001, 7.2944306E+001, 7.3530260E+001, 2.6496690E+001, 2.5430137E+001, 1.1855525E+002, 7.3447036E+001, 7.0801234E+001, 2.5282061E+001, 2.4409129E+001, 2.0688300E+001, 2.0895013E+001, 2.0506378E+001, 2.0652256E+001, 2.0884783E+001, 2.0142022E+001, 2.0415878E+001, 2.1532245E+001, 2.0645554E+001, 2.1157677E+001, 2.4069983E+001, 2.2161002E+001, 1.9999827E+001, 2.0000319E+001, 1.9999791E+001, 1.9999891E+001, 1.9999772E+001, 1.9999948E+001, 2.0000104E+001, 1.9999715E+001, 1.9999336E+001, 2.0000208E+001, 2.0000151E+001, 1.9999703E+001, 2.0000890E+001, 2.0000359E+001, 2.0000122E+001, 2.0000100E+001, 2.0000154E+001, 2.0617671E+001, 2.0461599E+001
 2.4662544E+002, 1.7816031E+001, 2.5807442E+001, 2.1942477E+001, 9.3625997E+000, 1.0691114E+001, 3.0000000E+001, 1.7912452E+001, 4.1264915E+000, 4.2648597E+000, 7.4925854E+000, 8.0502473E+000, 1.0023496E+001, 8.6001562E+000, 1.9984559E+001, 1.2972574E+001, 6.4364088E+000, 7.0441567E+000, 8.9218634E+000, 1.1776584E+001, 3.9865263E+000, 3.6016709E+000, 3.1609447E+000, 4.2604498E+000, 4.2322641E+000, 3.6597478E+000, 3.3930429E+000, 1.5732156E+001, 2.4873245E+001, 2.6324290E+001, 1.7983162E+001, 3.3380480E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6216170E+001, 5.6427214E+001, 2.6711624E+001, 2.6493411E+001, 2.9132283E+001, 3.2851265E+001, 3.4690338E+001, 3.4844979E+001, 3.5962546E+001, 2.6656777E+001, 2.4924144E+001, 3.5683700E+001, 3.3822295E+001, 2.8756628E+001, 2.6684736E+001, 3.9582989E+001, 3.8212353E+001, 3.0827618E+001, 3.1807775E+001, 1.2085814E+002, 1.1982174E+002, 7.9666454E+001, 7.1546898E+001, 7.4757587E+001, 2.6566580E+001, 2.5156956E+001, 1.1183431E+002, 7.2938336E+001, 7.0646449E+001, 2.5290758E+001, 2.4383593E+001, 2.0688326E+001, 2.0893959E+001, 2.0537612E+001, 2.0666032E+001, 2.0849359E+001, 2.0146368E+001, 2.0462082E+001, 2.1494590E+001, 2.0595190E+001, 2.1130057E+001, 2.4095657E+001, 2.2096198E+001, 1.9999827E+001, 2.0000320E+001, 1.9999793E+001, 1.9999883E+001, 1.9999775E+001, 1.9999949E+001, 2.0000105E+001, 1.9999713E+001, 1.9999327E+001, 2.0000210E+001, 2.0000147E+001, 1.9999702E+001, 2.0000914E+001, 2.0000364E+001, 2.0000131E+001, 2.0000088E+001, 2.0000152E+001, 2.0638185E+001, 2.0475750E+001
 2.4721295E+002, 1.7943119E+001, 2.5765786E+001, 2.2523361E+001, 9.2734671E+000, 1.0626041E+001, 3.0000000E+001, 1.7641341E+001, 4.1102554E+000, 4.2650782E+000, 7.4356636E+000, 8.0044206E+000, 1.0006200E+001, 8.5093851E+000, 1.9445030E+001, 1.2983399E+001, 6.4223810E+000, 7.0248979E+000, 8.9607838E+000, 1.1554119E+001, 4.1069811E+000, 3.6316670E+000, 3.2093585E+000, 4.3134056E+000, 4.2230151E+000, 3.6623245E+000, 3.3922138E+000, 1.5219478E+001, 2.5631426E+001, 2.6325150E+001, 1.7781171E+001, 3.3268735E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6187812E+001, 5.6199686E+001, 2.6445814E+001, 2.6523626E+001, 2.8962122E+001, 3.2944631E+001, 3.4755877E+001, 3.5233168E+001, 3.5938580E+001, 2.6583091E+001, 2.4901107E+001, 3.5798855E+001, 3.3804407E+001, 2.8784402E+001, 2.6824785E+001, 3.9428715E+001, 3.8213169E+001, 3.1033826E+001, 3.1816730E+001, 1.1265581E+002, 1.1569526E+002, 7.7664559E+001, 6.9737774E+001, 7.5584953E+001, 2.6919301E+001, 2.4919609E+001, 1.0049035E+002, 7.2341596E+001, 7.0465684E+001, 2.5266466E+001, 2.4375164E+001, 2.0689528E+001, 2.0892209E+001, 2.0568219E+001, 2.0684447E+001, 2.0872159E+001, 2.0148380E+001, 2.0490859E+001, 2.1444857E+001, 2.0562617E+001, 2.1120597E+001, 2.4115729E+001, 2.1974039E+001, 1.9999827E+001, 2.0000320E+001, 1.9999794E+001, 1.9999875E+001, 1.9999779E+001, 1.9999950E+001, 2.0000106E+001, 1.9999711E+001, 1.9999319E+001, 2.0000211E+001, 2.0000144E+001, 1.9999700E+001, 2.0000938E+001, 2.0000369E+001, 2.0000140E+001, 2.0000077E+001, 2.0000151E+001, 2.0655895E+001, 2.0487045E+001
 2.4780432E+002, 1.8041150E+001, 2.5842078E+001, 2.2525931E+001, 9.1743149E+000, 1.0547860E+001, 3.0000000E+001, 1.7500433E+001, 4.0997496E+000, 4.2624868E+000, 7.3914863E+000, 7.9760037E+000, 9.9926233E+000, 8.4335983E+000, 1.8960949E+001, 1.2911077E+001, 6.4273308E+000, 7.0098696E+000, 9.0158368E+000, 1.1315746E+001, 4.5392796E+000, 3.7392794E+000, 3.4149880E+000, 4.3307521E+000, 4.2023555E+000, 3.6950799E+000, 3.3927917E+000, 1.4231617E+001, 2.6100023E+001, 2.6159207E+001, 1.7736639E+001, 3.3164301E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6124823E+001, 5.5997086E+001, 2.6338632E+001, 2.6505877E+001, 2.8792597E+001, 3.2943575E+001, 3.4827894E+001, 3.5619137E+001, 3.5910848E+001, 2.6528198E+001, 2.4885633E+001, 3.5921106E+001, 3.3787475E+001, 2.8789898E+001, 2.6976897E+001, 3.9164010E+001, 3.8125289E+001, 3.1222678E+001, 3.1845250E+001, 9.5115549E+001, 1.1186765E+002, 7.5880123E+001, 6.8621423E+001, 7.5876454E+001, 2.7316173E+001, 2.4779081E+001, 9.5056439E+001, 7.2287484E+001, 7.0175219E+001, 2.5231594E+001, 2.4381987E+001, 2.0695858E+001, 2.0889766E+001, 2.0598506E+001, 2.0703631E+001, 2.0905410E+001, 2.0149826E+001, 2.0546638E+001, 2.1376228E+001, 2.0520013E+001, 2.1122074E+001, 2.4131637E+001, 2.1860664E+001, 1.9999828E+001, 2.0000321E+001, 1.9999796E+001, 1.9999866E+001, 1.9999783E+001, 1.9999951E+001, 2.0000106E+001, 1.9999710E+001, 1.9999313E+001, 2.0000213E+001, 2.0000142E+001, 1.9999699E+001, 2.0000962E+001, 2.0000375E+001, 2.0000149E+001, 2.0000064E+001, 2.0000150E+001, 2.0670432E+001, 2.0496337E+001
 2.4841856E+002, 1.8129832E+001, 2.5986756E+001, 2.1893513E+001, 9.0645199E+000, 1.0433797E+001, 3.0000000E+001, 1.7455922E+001, 4.1053290E+000, 4.2585885E+000, 7.3142142E+000, 7.9563745E+000, 9.9739095E+000, 8.3713356E+000, 1.8552375E+001, 1.2680060E+001, 6.4538305E+000, 6.9966525E+000, 9.0579104E+000, 1.1091767E+001, 4.2937363E+000, 3.7454610E+000, 3.6689158E+000, 4.2553340E+000, 4.1992178E+000, 3.7402416E+000, 3.3886413E+000, 1.3232571E+001, 2.6384723E+001, 2.5864790E+001, 1.7781551E+001, 3.3086351E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6084260E+001, 5.5850079E+001, 2.6477372E+001, 2.6476617E+001, 2.8605075E+001, 3.2928828E+001, 3.4871960E+001, 3.5988085E+001, 3.5855557E+001, 2.6538261E+001, 2.4877076E+001, 3.6048988E+001, 3.3784250E+001, 2.8811795E+001, 2.7139810E+001, 3.8929420E+001, 3.7984573E+001, 3.1368784E+001, 3.1898129E+001, 8.5331004E+001, 1.1214754E+002, 7.4061263E+001, 6.8288535E+001, 7.5578551E+001, 2.7609347E+001, 2.4719268E+001, 9.5430658E+001, 7.2813459E+001, 6.9848779E+001, 2.5187941E+001, 2.4409531E+001, 2.0704385E+001, 2.0887314E+001, 2.0629259E+001, 2.0724972E+001, 2.0930932E+001, 2.0150772E+001, 2.0610090E+001, 2.1271286E+001, 2.0456624E+001, 2.1130125E+001, 2.4144044E+001, 2.1853070E+001, 1.9999828E+001, 2.0000322E+001, 1.9999797E+001, 1.9999860E+001, 1.9999787E+001, 1.9999953E+001, 2.0000107E+001, 1.9999709E+001, 1.9999309E+001, 2.0000215E+001, 2.0000140E+001, 1.9999697E+001, 2.0000987E+001, 2.0000381E+001, 2.0000159E+001, 2.0000055E+001, 2.0000149E+001, 2.0682947E+001, 2.0504027E+001
 2.4901676E+002, 1.8217502E+001, 2.6098197E+001, 2.0748934E+001, 8.9518025E+000, 1.0346763E+001, 3.0000000E+001, 1.7429881E+001, 4.1166203E+000, 4.2539198E+000, 7.2537891E+000, 7.9419194E+000, 9.9438995E+000, 8.3232240E+000, 1.8249559E+001, 1.2378532E+001, 6.4977341E+000, 6.9880332E+000, 9.0670100E+000, 1.0901085E+001, 4.2299256E+000, 3.7379448E+000, 3.9616524E+000, 4.1600366E+000, 4.2619235E+000, 3.7392626E+000, 3.3826063E+000, 1.2509011E+001, 2.6881794E+001, 2.5460848E+001, 1.7866271E+001, 3.3047981E+000, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 3.0000000E+001, 5.6225266E+001, 5.5779042E+001, 2.6772912E+001, 2.6467101E+001, 2.8398758E+001, 3.2912301E+001, 3.4924009E+001, 3.6255833E+001, 3.5785725E+001, 2.6598914E+001, 2.4872859E+001, 3.6175166E+001, 3.3803324E+001, 2.9014523E+001, 2.7298112E+001, 3.8771324E+001, 3.7788785E+001, 3.1471074E+001, 3.1977853E+001, 8.4540600E+001, 1.1195794E+002, 7.3979019E+001, 6.7651322E+001, 7.5154834E+001, 2.7828393E+001, 2.4670817E+001, 1.0897246E+002, 7.3046504E+001, 6.9570672E+001, 2.5132253E+001, 2.4475552E+001, 2.0712614E+001, 2.0886777E+001, 2.0660214E+001, 2.0756777E+001, 2.0953734E+001, 2.0150863E+001, 2.0679380E+001, 2.1126055E+001, 2.0424834E+001, 2.1129910E+001, 2.4155196E+001, 2.2089911E+001, 1.9999829E+001, 2.0000322E+001, 1.9999800E+001, 1.9999855E+001, 1.9999792E+001, 1.9999954E+001, 2.0000108E+001, 1.9999708E+001, 1.9999307E+001, 2.0000217E+001, 2.0000139E+001, 1.9999696E+001, 2.0001012E+001, 2.0000387E+001, 2.0000169E+001, 2.0000044E+001, 2.0000148E+001, 2.0695149E+001, 2.0509868E+001
